precise,lat,lng,dist,angle
on,45.828475000000005,15.220491666666668,0.5997205832482572,0.9499306754084216
on,45.828475000000005,15.22048888888889,0.44235646276416335,0.6621247075308189
on,45.828472222222224,15.22048611111111,0.06899440441883357,0.9499307234693944
on,45.82846388888889,15.220483333333334,0.9003763544760032,3.3199305668762262
on,45.828472222222224,15.22048888888889,0.27490392530686475,1.424269663077504
on,45.82846388888889,15.22048888888889,0.9268915052276795,2.843802001205824
on,45.82846944444445,15.22048888888889,0.38224501030443814,2.3499963738652423
on,45.828472222222224,15.22048888888889,0.27490392530686475,1.424269663077504
on,45.82846388888889,15.220483333333334,0.9003763544760032,3.3199305668762262
on,45.828475000000005,15.220491666666668,0.5997205832482572,0.9499306754084216
on,45.828475000000005,15.220480555555556,0.5126053387350024,5.460975402767224
on,45.828472222222224,15.220491666666668,0.4894463345559755,1.4886996735450793
on,45.82846944444445,15.220491666666668,0.5568633614327984,2.0741410559470803
on,45.828472222222224,15.220483333333334,0.16468725881077972,4.958583579488946
on,45.828472222222224,15.22048611111111,0.06899440441883357,0.9499307234693944
on,45.828472222222224,15.220483333333334,0.16468725881077972,4.958583579488946
on,45.82846944444445,15.220483333333334,0.31250755323608076,3.678052351811432
on,45.82846944444445,15.220491666666668,0.5568633614327984,2.0741410559470803
on,45.828475000000005,15.220491666666668,0.5997205832482572,0.9499306754084216
on,45.82846944444445,15.220483333333334,0.31250755323608076,3.678052351811432
on,45.828472222222224,15.220477777777775,0.5927613696145951,4.78015238269038
on,45.828475000000005,15.220494444444444,0.7853813823406143,1.110494231624766
on,45.828475000000005,15.220494444444444,0.7853813823406143,1.110494231624766
on,45.828475000000005,15.220494444444444,0.7853813823406143,1.110494231624766
on,45.828472222222224,15.22048888888889,0.27490392530686475,1.424269663077504
on,45.828472222222224,15.220475,0.8082379128216234,4.762069071203716
on,45.82846944444445,15.22048611111111,0.2744071862341081,2.9356320577544563
on,45.82846944444445,15.220477777777775,0.6495422501315609,4.286057307261341
on,45.828472222222224,15.220483333333334,0.16468725881077972,4.958583579488946
on,45.828472222222224,15.220491666666668,0.4894463345559755,1.4886996735450793
on,45.828475000000005,15.22048888888889,0.44235646276416335,0.6621247075308189
on,45.828472222222224,15.220475,0.8082379128216234,4.762069071203716
on,45.82846388888889,15.22048888888889,0.9268915052276795,2.843802001205824
on,45.828472222222224,15.220491666666668,0.4894463345559755,1.4886996735450793
on,45.82846944444445,15.22048888888889,0.38224501030443814,2.3499963738652423
on,45.828472222222224,15.220477777777775,0.5927613696145951,4.78015238269038
